CourseCode,Department,Content-to-ILO,ILO-to-Content,# Chunks,# Outcomes,Year,Credits,Content Length
PE02GN,306,0.8227,0.7967,2,3,2019,7.5,38
NS1135,154,0.7778,0.7778,3,3,2022,7.5,60
NS1072,154,0.708,0.7233,3,3,2019,7.5,45
BL8060,460,0.7323,0.6799,3,3,2018,7.0,48
AN1209,108,0.7531,0.7955,6,3,2012,7.5,124
AKG310,312,0.7111,0.7493,17,10,2024,30.0,342
ABAGO5,172,0.6888,0.8431,16,6,2023,30.0,348
GG4039,464,0.8021,0.8217,4,3,2019,12.5,70
TVPERG,106,0.8743,0.737,1,2,2022,7.5,32
FV1016,120,0.7248,0.7035,3,2,2024,15.0,76
FAA702,158,0.8447,0.847,3,3,2012,7.5,57
TTA650,154,0.5485,0.5282,3,4,2017,30.0,58
PH08A0,333,0.7827,0.7819,3,4,2022,2.5,46
EH6110,301,0.6429,0.7658,4,3,2023,15.0,95
ITGRA1,165,0.8409,0.8409,1,1,2021,7.5,11
UCSY15,306,0.7895,0.8365,6,3,2023,7.5,100
ML436N,323,0.5972,0.5384,3,3,2018,7.5,27
BAL315,158,0.785,0.7498,4,3,2020,7.5,82
BL1015,460,0.7311,0.7334,3,3,2020,7.5,60
MVSWMU,106,0.5934,0.8555,2,2,2019,7.5,31
SOB100,310,0.6722,0.6214,10,9,2019,30.0,181
EHGPE0,301,0.7275,0.7664,14,6,2023,30.0,343
NS7067,154,0.2996,0.3108,2,3,2023,7.5,42
UC109F,306,0.7917,0.8136,4,3,2019,7.5,53
PSPR27,308,0.7026,0.7046,9,6,2021,10.5,210
CT7265,154,0.8631,0.6117,1,6,2019,15.0,26
GE2020,463,0.8123,0.7688,3,4,2018,15.0,72
FITE10,102,0.6763,0.4939,5,6,2023,7.5,76
FIPM10,102,0.3971,0.4899,5,1,2023,7.5,70
AKA132,312,0.7417,0.8672,4,3,2022,7.5,82
HI8081,104,0.5942,0.7554,6,3,2021,7.5,78
PSPR21,308,0.838,0.7304,6,5,2023,7.5,104
FK5025,402,0.5694,0.6577,8,5,2016,7.5,73
HI4000,104,0.6651,0.6554,10,8,2015,30.0,167
DA7064,403,0.614,0.6845,12,6,2019,7.5,98
PSMT55,308,0.6859,0.7416,6,3,2022,7.5,115
UM8045,130,0.753,0.8092,4,5,2021,7.5,58
JU672A,220,0.7194,0.7564,9,5,2023,15.0,189
ARO610,108,0.6444,0.6583,10,4,2012,30.0,203
ABMTEX,172,0.7892,0.8606,4,3,2015,7.5,72
SLKTT9,158,0.7288,0.7551,4,4,2021,7.5,77
HI1337,104,0.7435,0.6836,12,7,2019,15.0,289
MI7020,485,0.7632,0.8074,2,2,2020,7.5,53
UM311K,130,0.7752,0.8077,3,6,2023,15.0,270
UB20VY,318,0.7667,0.7637,4,8,2018,6.0,60
LIT404,153,0.7714,0.8725,5,4,2022,7.5,94
PO5507,165,0.6955,0.6765,6,3,2023,7.5,189
BL7064,460,0.805,0.8154,3,3,2020,4.0,83
MI8020,485,0.6913,0.7316,5,4,2020,7.5,82
JU640B,220,0.5319,0.6834,22,7,2024,15.0,373
GG4048,464,0.747,0.7845,8,10,2022,15.0,61
PH32G0,333,0.7596,0.8003,12,7,2023,7.5,225
PH22G0,333,0.7898,0.8029,7,5,2023,7.5,142
YP11LÄ,306,0.7796,0.8513,14,5,2019,5.0,265
LK7092,104,0.7888,0.8806,19,7,2020,60.0,310
MM7004,403,0.5345,0.5572,3,2,2019,7.5,43
AS7019,401,0.4246,0.5662,12,1,2019,7.5,75
USS22C,130,0.7321,0.8723,20,5,2021,30.0,383
PSTSPD,308,0.5343,0.5789,2,1,2019,2.5,32
BL7037,460,0.6772,0.7143,5,3,2012,7.5,102
MVMUTE,106,0.69,0.5999,2,4,2017,15.0,41
BA2164,158,0.897,0.7236,1,4,2022,7.5,32
JU724B,220,0.7104,0.6164,4,5,2019,15.0,76
IH5230,106,0.6918,0.6803,7,4,2018,7.5,74
MM7043,403,0.2763,0.3745,2,3,2021,7.5,31
FE418U,302,0.6622,0.5982,2,8,2020,3.0,59
HVVFÄ2,130,0.6718,0.6382,4,7,2020,7.5,50
IB582N,323,0.7121,0.6697,1,3,2018,7.5,14
FE4226,302,0.8285,0.8296,4,4,2020,7.5,74
FE3150,302,0.6167,0.6536,8,5,2016,3.0,193
JU358A,220,0.7204,0.7434,13,6,2020,15.0,287
UB458F,318,0.8807,0.8744,3,3,2023,7.5,61
SLRYMM,158,0.8254,0.7683,4,4,2020,7.5,77
MO4002,404,0.6163,0.7815,30,10,2021,30.0,347
KG1306,304,0.7388,0.7529,4,4,2020,7.5,41
BE7006,403,0.7418,0.6751,3,7,2019,7.5,84
MT5001,403,0.6201,0.667,4,5,2021,7.5,63
DA4001,403,0.6115,0.735,8,4,2021,7.5,64
FIMF10,102,0.7147,0.6718,4,2,2023,7.5,85
YP21LÄ,306,0.6093,0.604,3,8,2019,7.5,40
JO7032,120,0.6347,0.7979,2,2,2021,7.5,24
TVERA2,106,0.8475,0.7774,2,3,2014,15.0,41
IB151N,323,0.7926,0.7511,3,3,2020,7.5,55
KZ8018,434,0.6508,0.6849,5,5,2021,7.5,90
IB494C,323,0.8001,0.796,4,5,2021,7.5,133
TTA633,154,0.8377,0.8377,2,2,2022,7.5,39
FE3829,302,0.7011,0.6495,5,6,2022,7.5,124
ST300G,311,0.6499,0.726,11,5,2014,30.0,202
MIC801,485,0.755,0.6866,3,6,2020,7.5,39
ML466C,323,0.7685,0.7795,2,3,2016,7.5,58
SLPX73,158,0.6531,0.604,4,10,2017,30.0,78
IB917N,323,0.6465,0.6562,2,1,2019,7.5,34
MM7048,403,0.3122,0.5109,8,3,2021,7.5,46
KG2315,304,0.7154,0.6706,3,4,2021,7.5,54
KG7241,304,0.6093,0.7632,9,2,2019,7.5,189
BAL855,158,0.8018,0.4762,2,5,2014,15.0,74
KV5220,106,0.7697,0.9132,3,2,2018,7.5,82
EH6119,301,0.7516,0.7158,3,3,2023,15.0,73
BL7038,460,0.6395,0.6868,8,3,2013,15.0,65
GG8117,464,0.788,0.6765,1,5,2019,7.5,43
HA36FF,220,0.751,0.6402,3,5,2020,7.5,56
IB134N,323,0.6946,0.6904,5,9,2020,7.5,73
US103G,130,0.7678,0.8478,7,9,2019,15.0,166
UCG01K,306,0.7765,0.8386,13,5,2019,5.0,297
FK8031,402,0.6721,0.6781,11,10,2017,10.5,124
FV7191,120,0.7087,0.7083,3,4,2019,30.0,65
GG4076,464,0.563,0.5477,5,4,2023,7.5,27
BL7028,460,0.7386,0.7623,7,5,2019,15.0,166
NS7063,154,0.3012,0.3392,3,3,2023,7.5,58
EH1703,301,0.7644,0.8137,5,4,2023,15.0,78
TTA480,154,0.7487,0.7515,12,9,2021,30.0,211
KV5257,106,0.8044,0.8033,4,3,2015,15.0,95
EC1112,305,0.5944,0.5934,4,4,2022,15.0,74
YP10LÄ,306,0.7256,0.7077,3,4,2021,7.5,45
BKK004,318,0.7819,0.7513,3,3,2023,7.5,68
TVTSWE,106,0.7731,0.7983,3,3,2021,7.5,29
BL5028,460,0.6332,0.7963,4,1,2016,7.5,70
PS2ARB,308,0.6683,0.8299,8,3,2022,7.5,162
PE01AN,306,0.7611,0.7622,3,3,2023,7.5,44
ML475N,323,0.7419,0.623,1,6,2018,7.5,40
LIN351,153,0.7724,0.7121,3,3,2022,7.5,59
JU219L,220,0.6866,0.7123,6,5,2019,7.5,117
LIN442,153,0.793,0.6751,3,4,2023,7.5,39
AN3210,108,0.6433,0.7204,4,3,2018,30.0,86
UB05VZ,318,0.6912,0.6623,3,4,2018,2.5,46
JU211L,220,0.7004,0.7266,11,8,2020,15.0,186
UM3011,130,0.8136,0.8257,3,4,2023,7.5,90
US223G,130,0.7916,0.7931,4,4,2023,7.5,120
EC2303,305,0.6349,0.8057,16,3,2020,7.5,305
BL3010,460,0.6755,0.7852,19,6,2022,30.0,234
MM7028,403,0.6427,0.636,2,3,2021,7.5,44
GG4090,464,0.7997,0.8285,6,6,2023,7.5,51
ST2301,311,0.6637,0.6545,7,7,2023,7.5,152
NS9003,154,0.5778,0.5912,3,5,2019,30.0,29
BL2021,460,0.7679,0.7283,2,3,2015,5.0,29
TTA626,154,0.4912,0.5135,2,2,2019,7.5,36
RKVA01,103,0.7082,0.6974,9,8,2018,30.0,140
NSS204,154,0.7114,0.7114,3,3,2018,7.5,63
US9AKU,130,0.7385,0.8139,8,3,2021,7.5,142
PSPR10,308,0.7072,0.7264,5,7,2021,7.5,82
MI8025,485,0.7777,0.7138,3,5,2021,7.5,63
FE4329,302,0.6921,0.8327,11,5,2020,7.5,211
JU664F,220,0.7076,0.7214,9,6,2021,15.0,197
FE3828,302,0.6272,0.7538,4,6,2021,7.5,60
UM8046,130,0.7447,0.7447,3,3,2021,7.5,49
GE7071,463,0.6426,0.5762,3,5,2016,15.0,84
MM2004,403,0.5104,0.5589,9,4,2022,15.0,84
GG5017,464,0.8752,0.7244,1,3,2019,7.5,33
EC7104,305,0.6241,0.6739,8,5,2010,7.5,179
AN1219,108,0.8097,0.8178,4,5,2020,7.5,73
SLRX72,158,0.6592,0.604,4,10,2017,15.0,78
BL7042,460,0.5976,0.6605,2,3,2016,15.0,73
GE7088,463,0.6653,0.6682,3,4,2021,15.0,47
SO7500,310,0.8561,0.8319,3,7,2021,7.5,71
US159U,130,0.7141,0.7535,6,4,2021,7.5,99
PS3316,308,0.575,0.6471,9,3,2018,30.0,181
BL7055,460,0.6887,0.6548,8,7,2018,15.0,65
UQBA01,317,0.8285,0.8261,4,5,2021,7.5,100
UQ003K,317,0.7746,0.7842,5,4,2021,7.5,140
USVF3H,130,0.6592,0.7201,6,9,2021,15.0,78
ABGFTU,172,0.7541,0.5411,4,8,2019,7.5,119
ITSHÄ3,165,0.7495,0.6833,3,3,2020,7.5,50
GE7080,463,0.6555,0.7947,6,7,2019,15.0,84
UCG42K,306,0.7946,0.8202,4,3,2022,7.5,104
TYS10C,158,0.7188,0.7297,5,5,2022,7.5,122
TYA802,158,0.6642,0.6814,3,3,2022,7.5,45
PH02G0,333,0.8538,0.8503,4,5,2022,7.5,64
AS5002,401,0.8449,0.8385,3,4,2019,7.5,53
GE4018,463,0.8142,0.85,3,2,2015,15.0,57
LIN353,153,0.4488,0.5294,4,4,2022,7.5,69
KV6009,106,0.6654,0.6026,3,5,2019,15.0,47
PSPR38,308,0.7338,0.6338,2,4,2021,7.5,31
US213G,130,0.7318,0.8177,9,5,2019,7.5,95
GE7075,463,0.7326,0.6982,8,7,2016,15.0,174
UB703Y,318,0.6888,0.7267,4,4,2018,15.0,51
MT3003,403,0.604,0.5917,3,6,2021,7.5,51
RHG506,103,0.7149,0.7636,5,3,2019,7.5,54
KB7021,431,0.698,0.5076,1,6,2021,7.5,14
UQ173F,317,0.824,0.6757,9,10,2020,15.0,230
USVU1G,130,0.6729,0.6464,4,7,2023,7.5,65
EC2406,305,0.6987,0.6555,2,4,2023,7.5,65
IB912C,323,0.876,0.8943,2,1,2023,7.5,37
JU50BB,220,0.6768,0.7173,7,4,2023,15.0,121
LV8100,106,0.7597,0.6992,3,3,2020,7.5,103
MT7027,403,0.6953,0.7674,4,5,2017,7.5,88
SV7080,320,0.6338,0.4293,2,5,2019,7.5,45
AN4350,108,0.7203,0.5572,3,4,2018,15.0,41
FE6608,302,0.7367,0.7566,5,5,2016,7.5,116
LIN211,153,0.6672,0.7084,6,3,2022,7.5,77
FE4438,302,0.753,0.7748,6,5,2022,7.5,61
ARL317,108,0.8493,0.8228,3,4,2022,7.5,93
TTA707,154,0.6818,0.8204,2,1,2021,7.5,28
PSMT32,308,0.6384,0.6323,5,6,2021,7.5,104
LVAM25,106,0.5524,0.5962,3,4,2020,30.0,52
CT7120,154,0.7525,0.7409,3,5,2023,7.5,77
UB29UU,318,0.7329,0.74,4,7,2019,4.5,83
SAM215,309,0.7887,0.8378,4,3,2020,7.5,69
PSPR03,308,0.7981,0.8022,7,7,2023,7.5,120
NS164U,154,0.8808,0.8808,5,5,2019,7.5,78
KG1303,304,0.6588,0.6739,7,5,2019,7.5,107
EC2404,305,0.6684,0.6009,2,4,2020,7.5,50
FE3826,302,0.5753,0.6908,4,6,2022,7.5,58
LVGN09,106,0.8483,0.8225,3,3,2020,7.5,48
SV7078,320,0.6756,0.6809,8,6,2019,7.5,216
JO7078,120,0.5433,0.7702,3,3,2024,7.5,34
ITKRS2,165,0.7613,0.8093,2,1,2020,7.5,37
GE5034,463,0.8711,0.8585,6,5,2019,15.0,123
FE5349,302,0.6543,0.7076,10,5,2021,7.5,160
PEGN02,306,0.6902,0.7108,3,3,2023,7.5,63
ST111G,311,0.5922,0.7519,19,5,2017,15.0,134
KV8002,106,0.6572,0.754,5,2,2021,7.5,82
UB55UU,318,0.6624,0.6256,4,8,2022,5.5,66
FR1MLA,165,0.6761,0.783,4,2,2020,7.5,58
FIPF11,102,0.7038,0.7542,12,10,2023,30.0,203
PS2PEP,308,0.6435,0.5389,5,3,2022,7.5,84
HVVFÄ1,130,0.7118,0.6367,3,7,2022,7.5,45
PSMT56,308,0.7328,0.6773,5,4,2021,7.5,87
KZ4016,434,0.676,0.5413,3,5,2018,7.5,51
JU732A,220,0.5895,0.6093,11,4,2019,15.0,193
HI7005,104,0.6739,0.6857,4,8,2014,15.0,68
FV7317,120,0.7491,0.8033,4,3,2019,7.5,94
JU600F,220,0.7548,0.7691,3,3,2022,7.5,47
BL7041,460,0.8038,0.5314,1,7,2014,7.5,55
JO1070,120,0.7367,0.7501,7,7,2019,30.0,106
SLPIOI,158,0.795,0.8667,4,3,2022,7.5,93
HVK01G,130,0.748,0.7812,10,5,2022,7.5,215
IB576C,323,0.708,0.7576,4,3,2023,7.5,119
HVKVF1,130,0.7187,0.6562,4,6,2022,7.5,60
LIM024,153,0.5327,0.6496,9,3,2024,7.5,75
MT3004,403,0.6331,0.6212,2,2,2022,7.5,66
BL3004,460,0.6619,0.7137,6,3,2007,15.0,89
AN1207,108,0.779,0.7173,4,2,2012,15.0,78
ETG350,103,0.592,0.5892,3,3,2022,7.5,39
MM3001,403,0.6799,0.6773,1,2,2019,7.5,46
JKB919,172,0.7802,0.7454,4,2,2023,7.5,57
GV7102,103,0.7741,0.7561,4,3,2020,7.5,53
US964U,130,0.6593,0.7267,3,3,2019,7.5,61
LAS103,165,0.7405,0.7405,3,3,2022,7.5,74
UQBA08,317,0.7491,0.6099,1,6,2019,7.5,43
GG4216,464,0.8222,0.7745,1,5,2019,7.5,57
LVAK11,106,0.5779,0.7366,3,1,2020,7.5,53
JU735B,220,0.5326,0.6468,8,3,2019,15.0,151
ARA104,108,0.8697,0.8896,4,3,2021,7.5,64
MM8042,403,0.5733,0.4778,1,2,2019,7.5,54
FK3017,402,0.5797,0.6687,11,8,2022,15.0,79
UB104M,318,0.7523,0.7808,4,3,2020,15.0,66
UB455F,318,0.745,0.7623,5,3,2019,7.5,88
KSA011,165,0.8014,0.7416,7,8,2018,15.0,144
UM202U,130,0.8407,0.83,2,3,2023,7.5,54
YP18LÄ,306,0.6547,0.6273,2,4,2014,7.5,22
HA23FF,220,0.6602,0.7233,12,6,2023,15.0,175
LIM005,153,0.7106,0.7402,2,4,2021,7.5,43
NS1091,154,0.7383,0.7823,4,2,2018,7.5,77
PSMT58,308,0.5795,0.7241,10,3,2021,7.5,99
KSA404,165,0.5941,0.6682,6,5,2020,7.5,107
UQ04MA,317,0.7589,0.7017,4,4,2018,7.5,86
PS3311,308,0.577,0.6273,9,3,2018,30.0,161
UB42VY,318,0.7047,0.7043,5,7,2018,7.5,98
NSNK03,154,0.6652,0.7183,7,3,2019,3.5,112
LIN224,153,0.7759,0.7429,5,5,2021,7.5,114
PH14A1,333,0.6924,0.7684,5,4,2023,7.5,103
FIGE10,102,0.5507,0.7582,9,2,2021,7.5,98
UM8043,130,0.7282,0.6816,4,9,2019,7.5,51
RHG503,103,0.6555,0.726,5,3,2019,7.5,78
TVFENY,106,0.7765,0.8916,3,3,2021,7.5,30
UB300M,318,0.8414,0.814,2,5,2019,7.5,44
PSTSKB,308,0.4908,0.5645,3,1,2022,2.5,44
PEMA21,306,0.6453,0.7219,5,2,2020,7.5,53
UQ155F,317,0.7456,0.8014,4,4,2018,7.5,64
MO8011,404,0.585,0.7204,9,3,2017,7.5,51
SLPOKL,158,0.6752,0.8109,8,4,2022,7.5,160
FR794Z,165,0.6462,0.8028,2,3,2021,7.5,29
MO8006,404,0.4525,0.7811,9,2,2016,7.5,56
HVDA04,130,0.616,0.7269,2,3,2019,7.5,57
NS1094,154,0.7865,0.8464,11,7,2020,15.0,202
FILO1G,102,0.6684,0.6504,5,9,2022,7.5,72
JUL107,220,0.6924,0.747,7,4,2019,2.5,103
LIN632,153,0.6584,0.609,2,5,2022,15.0,35
LVGN01,106,0.8156,0.7932,7,7,2013,30.0,130
EC7114,305,0.6206,0.5448,5,6,2013,7.5,115
MVINOD,106,0.9017,0.8559,1,2,2018,7.5,20
SLPX71,158,0.645,0.5773,3,10,2017,15.0,70
HI1354,104,0.6849,0.5974,7,2,2022,7.5,123
MI8016,485,0.6717,0.8209,2,3,2021,7.5,29
PH10A0,333,0.7132,0.6936,3,5,2022,2.5,55
GE2026,463,0.6813,0.718,4,3,2022,7.5,75
GV5010,103,0.7645,0.6717,4,3,2022,7.5,92
FK5019,402,0.4762,0.6178,10,4,2016,7.5,59
PEA451,306,0.7415,0.7415,2,2,2019,7.5,56
HI9202,104,0.695,0.6768,4,10,2019,30.0,68
HVAN02,130,0.7666,0.78,4,2,2020,7.5,66
DA4005,403,0.6253,0.6974,14,5,2021,7.5,104
UC108F,306,0.8044,0.825,4,3,2021,7.5,59
NS0003,154,0.5105,0.6678,5,2,2018,7.5,72
TTA436,154,0.7861,0.8262,12,9,2023,30.0,192
JU724A,220,0.7104,0.6164,4,5,2019,15.0,76
UQ01KF,317,0.7943,0.7704,4,6,2024,7.5,81
ESMAS2,165,0.7271,0.6626,2,9,2019,15.0,36
USE24G,130,0.7227,0.8501,6,4,2020,7.5,101
JU250F,220,0.5344,0.6251,3,5,2020,3.5,41
TTA236,154,0.8336,0.8393,18,9,2020,30.0,316
ABMINT,172,0.782,0.7606,5,4,2020,7.5,77
LIN633,153,0.6661,0.6138,2,5,2022,15.0,35
ES3307,165,0.7177,0.7249,3,3,2021,7.5,28
EH6071,301,0.5779,0.6542,5,3,2023,15.0,98
TVDIII,106,0.8911,0.8911,2,2,2021,7.5,32
KV1001,106,0.7466,0.6751,5,3,2021,7.5,93
HVDK05,130,0.6869,0.7515,5,4,2018,15.0,109
UB303M,318,0.8053,0.7418,3,5,2022,7.5,43
HVMAMR,130,0.7967,0.7936,5,4,2019,7.5,90
GG1018,464,0.8398,0.8797,7,6,2020,7.5,50
JU50AA,220,0.6768,0.6743,7,5,2023,15.0,121
GG1009,464,0.5709,0.6159,9,9,2011,7.5,54
KG7236,304,0.5213,0.5602,2,4,2018,15.0,18
MT7045,403,0.6757,0.4847,1,6,2023,7.5,36
EC7412,305,0.5645,0.707,8,4,2019,7.5,117
IB447C,323,0.7542,0.7572,4,5,2019,7.5,74
HVDRF3,130,0.7401,0.8448,3,3,2019,7.5,38
LA4402,165,0.9398,0.7904,2,3,2014,7.5,48
LIN017,153,0.5385,0.7824,8,1,2022,7.5,93
LVAN56,106,0.8645,0.7862,1,3,2021,7.5,29
PH09G0,333,0.8269,0.7837,4,5,2023,7.5,112
PR3524,302,0.7683,0.8372,4,3,2020,7.5,98
EC2105,305,0.6925,0.709,4,2,2007,7.5,62
DA3019,403,0.5879,0.6938,6,3,2018,7.5,106
JU631A,220,0.7974,0.6666,3,6,2019,15.0,93
US544F,130,0.8332,0.9031,6,4,2022,7.5,89
SV303F,320,0.761,0.809,5,4,2019,7.5,79
ES022A,165,0.771,0.7749,9,9,2023,15.0,165
ENTP03,150,0.6437,0.5944,4,9,2018,30.0,143
SLPOX4,158,0.651,0.5134,2,5,2022,15.0,52
DA7048,403,0.4859,0.6725,7,5,2011,7.5,76
SV100U,320,0.7235,0.7523,22,8,2018,30.0,370
PEA425,306,0.7945,0.8521,3,4,2019,7.5,59
LIT150,153,0.7872,0.7458,10,9,2020,15.0,212
LIT001,153,0.7082,0.8483,4,4,2022,7.5,102
GE5027,463,0.6813,0.7777,5,3,2020,15.0,64
UB21MP,318,0.7276,0.8032,4,4,2023,7.5,77
SOB200,310,0.6645,0.682,12,10,2020,30.0,200
EC1212,305,0.6527,0.6531,10,9,2015,15.0,141
MT5017,403,0.7478,0.7436,4,4,2023,7.5,67
UM3014,130,0.7552,0.7842,3,4,2023,7.5,99
ITGRS2,165,0.6973,0.6597,2,2,2021,7.5,56
MM7053,403,0.3666,0.4363,6,3,2023,7.5,62
FK7066,402,0.7142,0.5473,4,7,2018,7.5,77
UCG02K,306,0.7688,0.8173,9,5,2023,6.5,124
SLPX72,158,0.6531,0.604,4,10,2017,15.0,78
MT7018,403,0.7076,0.7652,3,1,2019,7.5,57
FIML10,102,0.5655,0.7858,5,1,2020,7.5,87
SLPGKP,158,0.7861,0.8415,4,3,2019,7.5,68
HVMA07,130,0.6798,0.7186,3,2,2019,7.5,40
SAM250,309,0.7805,0.8438,6,2,2020,7.5,136
FE3427,302,0.6851,0.6722,3,3,2021,7.5,69
DA4002,403,0.6698,0.7308,5,5,2021,7.5,45
ARA933,108,0.6004,0.6246,4,2,2015,30.0,68
BAL960,158,0.7961,0.5222,2,4,2014,30.0,75
HV426F,130,0.7576,0.7756,5,4,2020,7.5,60
JU361A,220,0.6642,0.6544,5,4,2019,15.0,87
ABMCK3,172,0.7927,0.7455,5,10,2018,30.0,110
MT7041,403,0.6314,0.6638,5,4,2021,7.5,81
IB926B,323,0.7486,0.7654,3,4,2018,7.5,43
SV7097,320,0.4885,0.5097,13,3,2019,7.5,304
TYA002,158,0.767,0.7183,11,10,2022,15.0,204
PR2552,302,0.7476,0.807,8,6,2023,7.5,122
UB211A,318,0.7581,0.7612,6,5,2022,7.5,87
GG4075,464,0.722,0.8055,8,6,2023,7.5,58
IH5213,106,0.5564,0.6995,3,3,2010,7.5,65
UB28UU,318,0.7345,0.7251,5,5,2018,4.5,107
KA7004,434,0.6129,0.6128,5,6,2011,15.0,62
SV7076,320,0.7857,0.7546,1,3,2019,7.5,25
US972U,130,0.8251,0.8521,6,6,2023,7.5,68
ES4303,165,0.7027,0.6556,1,6,2022,6.0,28
KSB001,165,0.7407,0.716,2,3,2022,7.5,17
JO7071,120,0.8236,0.8644,3,2,2023,7.5,48
LIN132,153,0.7153,0.7498,2,1,2018,3.0,26
JU674A,220,0.6472,0.6245,8,5,2019,15.0,159
UM201K,130,0.6746,0.6585,4,5,2023,6.0,63
SU7208,314,0.6852,0.7007,8,4,2022,7.5,112
HI8019,104,0.5225,0.4525,1,5,2019,7.5,38
UCSY18,306,0.7599,0.7443,3,3,2022,7.5,52
ENASV1,150,0.6304,0.6425,3,6,2023,7.5,70
ENPS27,150,0.7244,0.7671,5,3,2021,7.5,81
UQ02MA,317,0.7101,0.6011,2,4,2019,7.5,22
ABMGF6,172,0.7638,0.8374,6,5,2023,7.5,163
JU670F,220,0.8148,0.7243,4,7,2023,7.5,105
PSPR25,308,0.6851,0.6836,9,7,2021,15.0,179
KSB602,165,0.5756,0.6989,6,4,2020,7.5,88
HI1341,104,0.67,0.7563,13,7,2016,15.0,267
IB161N,323,0.7271,0.7684,8,3,2023,7.5,155
FK5033,402,0.8535,0.6528,2,6,2022,7.5,40
GE7087,463,0.681,0.7726,8,4,2021,7.5,74
LAS108,165,0.6908,0.753,7,3,2023,7.5,109
PS2KLI,308,0.7525,0.7825,5,4,2022,7.5,70
GG4143,464,0.5544,0.6558,7,6,2019,7.5,20
PEA431,306,0.7863,0.7894,6,5,2021,7.5,83
TVTTHE,106,0.8389,0.8586,4,5,2021,15.0,48
KZ8002,434,0.5525,0.7456,8,5,2013,7.5,139
FAB806,158,0.7347,0.7591,2,2,2020,7.5,39
HI8078,104,0.7836,0.7018,2,3,2021,7.5,98
UC477U,306,0.7411,0.7282,4,3,2023,7.5,75
SU8116,314,0.5803,0.5639,4,5,2010,30.0,56
HVVFÄ3,130,0.6592,0.7201,6,9,2021,15.0,78
MT5003,403,0.8388,0.7427,3,4,2015,7.5,48
UQ004K,317,0.7749,0.7845,5,4,2021,7.5,140
NS3047,154,0.7546,0.9092,6,1,2022,7.5,144
IT1ULP,165,0.7685,0.8058,13,10,2021,30.0,212
PSTPPD,308,0.7708,0.7243,5,6,2021,30.0,74
ABGF15,172,0.6074,0.6421,6,4,2018,15.0,89
UM802U,130,0.7277,0.7004,4,9,2020,15.0,61
GE5026,463,0.8334,0.7286,5,7,2017,15.0,108
IB915N,323,0.5518,0.6223,2,1,2019,7.5,37
JU44BB,220,0.5916,0.6878,9,4,2019,15.0,105
LVAN59,106,0.7434,0.756,4,4,2021,7.5,59
DIG01K,306,0.7719,0.6923,3,3,2022,7.5,75
ARA101,108,0.5799,0.6109,3,2,2019,7.5,52
LA4410,165,0.7126,0.8092,5,3,2023,7.5,64
GG4049,464,0.7247,0.7442,6,5,2022,7.5,47
YP24LÄ,306,0.7473,0.6913,4,6,2019,9.0,52
FI17N2,102,0.7863,0.8076,4,3,2023,7.5,70
UQ162F,317,0.7618,0.8808,3,1,2019,7.5,50
SA6001,309,0.5481,0.7646,11,5,2021,30.0,184
BE3009,403,0.4704,0.7009,8,6,2014,7.5,69
TTA613,154,0.7952,0.8434,3,2,2023,7.5,43
GG1003,464,0.6108,0.6771,7,6,2019,7.5,51
PH05A0,333,0.7149,0.6415,3,6,2022,2.5,56
JU260F,220,0.774,0.7323,2,5,2022,3.5,31
ESK15A,165,0.5521,0.6504,3,5,2023,15.0,35
ENSYH9,150,0.8213,0.7244,1,3,2021,7.5,25
NS180U,154,0.7705,0.7812,5,4,2023,5.0,91
SV102E,320,0.7994,0.9146,3,3,2009,7.5,41
USSV4B,130,0.8507,0.8606,10,7,2018,15.0,200
US530F,130,0.9011,0.8916,3,3,2019,7.5,45
JU635F,220,0.6261,0.6609,6,5,2019,15.0,76
ARA705,108,0.6095,0.7299,6,4,2022,7.5,65
MVJRAP,106,0.6999,0.6631,1,3,2022,7.5,19
FE3130,302,0.6501,0.6612,7,6,2023,7.5,128
NU3025,474,0.802,0.7391,3,4,2023,7.5,58
MT7003,403,0.6757,0.4847,1,6,2019,7.5,36
HI8066,104,0.7881,0.7479,2,3,2019,7.5,56
NS1093,154,0.7688,0.8053,7,6,2022,15.0,166
MO8002,404,0.4569,0.8619,6,1,2008,7.5,38
BAL345,158,0.8035,0.8661,4,4,2020,7.5,70
ML433C,323,0.6118,0.6248,2,2,2016,7.5,22
BKI200,318,0.7747,0.8057,4,2,2024,7.5,56
IH5801,106,0.5413,0.6069,3,1,2014,15.0,34
AS7001,401,0.6026,0.6297,3,6,2019,7.5,32
KV8000,106,0.7751,0.6518,2,3,2021,7.5,34
UB10VU,318,0.7553,0.7612,6,5,2021,7.5,87
UB06VZ,318,0.6747,0.6501,3,5,2018,5.0,44
RHA219,103,0.6715,0.7672,4,4,2021,7.5,76
JU428A,220,0.7552,0.7354,4,5,2019,15.0,106
GE4030,463,0.8184,0.8331,3,3,2023,7.5,70
KG7206,304,0.7043,0.7,4,3,2020,15.0,77
FE5133,302,0.648,0.7389,5,3,2022,7.5,118
FS1807,120,0.8146,0.8006,3,3,2019,7.5,45
LIT409,153,0.7226,0.7872,4,3,2023,7.5,60
UCG010,306,0.7925,0.7665,10,8,2019,30.0,211
FE6609,302,0.7379,0.6429,1,6,2016,7.5,39
FE406U,302,0.6613,0.7594,7,5,2020,3.0,154
US863U,130,0.7457,0.7435,4,3,2019,7.5,62
ES5AKS,165,0.7515,0.7473,4,5,2019,7.5,76
